season,team_id,top8_points,avg_weekly_points,weekly_std,top8_peak,depth_score,championship_contender,contender_score
2022,117,1048.7649092061504,76.76929257993693,23.314479885094745,370.1528570684743,0.9520552182225824,1,0.7725
2023,99,1276.8607786607067,94.43306180530678,8.0,339.4394843570103,0.628563065002769,1,0.7725
2022,74,1147.6865416091318,83.4017013803276,27.17895804219392,447.7923310010844,0.8355189086984209,1,0.77
2022,36,1092.4645763668004,79.41134134134987,9.505295675038518,424.41016578342897,0.6911475363515588,1,0.7675
2024,106,984.810146997994,64.12463162045428,24.54436367029177,504.0214380781525,0.7959429497528767,1,0.765
2023,44,1049.4593083835643,75.55170746022547,30.593573853559104,486.335472689381,0.7203730260222764,1,0.7625
2023,21,1539.4115605045215,114.77073169201724,20.088185588856824,284.41231471062093,0.8368396213612908,1,0.7625
2022,171,1127.40918655536,81.30391408106523,14.761272338879836,472.9373714540864,0.6994122587740382,1,0.7625
2024,2,1136.9159870548556,80.76569874891149,10.800303522862974,396.48425424718965,0.8922360187974527,1,0.76
2024,200,1054.4637118059502,72.22204854583437,33.47378991117057,380.9560057807403,0.914408437096326,1,0.75
2024,71,933.7313441357804,62.54855146356747,20.81825043064256,424.8943706696378,0.8422852431890114,1,0.7475
2024,62,1231.4487051284575,92.02137946359802,22.4096663657072,312.50505510517166,0.7204555501945751,1,0.7425
2024,8,1244.2367906469117,93.31842311775632,29.32905288643625,445.5832130849984,0.6710000204607997,1,0.7325
2022,154,1236.9689671011954,87.46295613342106,22.60588236891795,523.5492157471961,0.5852677881274806,1,0.73
2024,122,1084.7009030741067,85.27165711365227,16.821757746821362,448.5625323816887,0.5930062738994835,1,0.7275
2022,167,980.122476805394,74.2202125194421,27.72633126401685,420.2095303839969,0.8453847374945312,1,0.725
2024,181,863.7900791538551,54.516510453431096,25.483087427395336,396.4217622651585,0.9287577650317214,1,0.725
2023,20,1330.8627822209887,89.05106042529965,26.93315617341401,449.7476128205304,0.7793467986387423,1,0.7225
2024,37,1170.3191408527025,85.70008522528539,22.51612819043245,287.5637622681663,0.7322437556688689,1,0.705
2024,105,1211.783204521668,81.78724070019224,16.753490237830768,454.3536696295673,0.623974596407778,1,0.7025
2023,169,1227.4690967841734,92.04150078482452,25.668968619284456,466.9055469541533,0.6705420745851639,1,0.7025
2022,72,1477.167027801625,106.69041296203868,8.0,344.6628359776862,0.8436234483783277,0,0.7
2022,88,1171.2306876525788,79.22876138178987,21.16717463270416,551.7522416142834,0.6166989985771716,1,0.6975
2023,240,1228.6617830707107,90.19935979688312,36.419882269476034,616.6447602860652,0.7651253243547134,1,0.695
2022,97,1121.018843014847,80.28091790645884,18.38635962466484,441.6734057336417,0.7098179362005588,1,0.6925
2024,195,1493.9082147102026,107.5969836245833,29.08977451638028,384.974724582217,0.6750066372181037,1,0.68
2024,141,1155.9118663871127,76.5926973279932,12.04102404486584,320.82105351821883,0.5765569230842277,1,0.6775
2023,54,1260.2929962667745,83.0200799452247,23.60661812956034,380.958977875335,0.6884311890652376,1,0.665
2023,94,941.2493108068784,68.27842131120163,23.03390799989679,451.3826846181212,0.491024350412968,1,0.6625
2024,215,1054.1925228558257,76.08557335449642,27.023078519759192,427.6753428201806,0.6726512577756727,1,0.6625
2023,139,1258.2578934039914,84.38134556192544,31.222139112679404,497.3275450781771,0.5027257584023526,1,0.6475
2024,208,1311.5394444049562,95.89962690297114,33.79983720273667,359.8555786997101,0.7500535560312912,1,0.6425
2022,77,980.731777232172,72.83716077700346,31.6864631705147,489.118360153248,0.8037380206800006,0,0.6425
2022,96,1092.849501999956,84.29162030144381,8.0,535.317579832233,0.6002577620107169,1,0.64
2023,185,1335.489042465674,96.1350721651607,39.38048933315712,448.6879920130085,0.8154933611693079,1,0.635
2022,143,1137.1287260845602,85.31506712405317,33.013963181212056,452.4358864222881,0.7146676598754774,1,0.635
2024,28,1105.2356931676566,76.56299778475633,20.732381222682204,478.1722300367582,0.8040867788231503,1,0.63
2023,129,982.5785958781648,67.84573822969266,27.26069586335437,402.0917550061424,0.634519552270475,1,0.61
2024,212,1086.7096283740705,78.18603707489191,26.7378495584842,450.6258574033909,0.8189039543755036,1,0.585
2024,80,1108.971077885274,76.00296261507907,28.361508789799498,457.05893849880056,0.8967544286627489,0,0.5725
2024,232,1445.6708286496316,108.09555049190112,8.0,414.5850674125402,0.6782971905367776,1,0.5675
2023,5,1219.5994031149178,90.11371582036786,35.19557773552991,542.7583718690756,0.7719113342071382,0,0.56
2024,75,1111.0262821955223,78.96576020475985,19.289001407708128,458.8907462055087,0.7527174316118554,0,0.5475
2023,155,1162.488412285572,83.33331901087378,16.87945675416947,545.6059038220251,0.5779046001722072,0,0.5425
2022,239,1222.1921606857652,85.73767481041699,22.38990395981568,512.3309238418977,0.6956469667589555,0,0.5425
2024,89,1028.2185513472832,76.64584948880761,31.326413769431912,408.11961425057353,0.98,1,0.535
2023,3,995.7704513280644,70.66889321179038,29.123283223206485,553.354214984513,0.7492502976481977,0,0.5125
2022,196,1259.0187685728938,96.0351319491142,28.13011727946588,453.96127787820166,0.7647662782121014,0,0.5075
2023,203,1320.823061635179,94.13246325755658,18.23963737624679,353.1645728008425,0.8632342286227652,0,0.4975
2024,174,1207.4612521784445,83.42386601068543,35.873764802364896,520.9613353830371,0.9020151188567096,0,0.4575
2023,192,1491.81608897379,108.54628998071288,23.791584979144567,493.1872592352776,0.7912265633886679,1,0.425
2024,12,1013.2163305470056,74.90575061052779,29.304275519426007,487.8298509193101,0.6867959891897144,1,0.415
2024,207,1507.7163083764244,110.39457571894734,35.298648892840525,366.6373579380643,0.7272562137740841,0,0.41
2024,90,960.613649123747,67.62079613540445,36.98699552237386,448.965462203315,0.9362090337296576,1,0.4075
2024,92,1119.8577806738538,81.13997281625126,21.60181017765527,425.2999301569784,0.6763700051631841,0,0.4075
2024,19,1236.4324925410351,87.70112154347581,30.7105610918592,443.5608188623804,0.9095022603577958,1,0.4025
2024,110,1517.8320300307007,114.22826706091004,29.46839167419379,220.0,0.7638436490476521,0,0.36
2022,33,1151.445729333036,75.31581321389035,37.88749596009515,439.5204999253067,0.8984877947623034,0,0.3575
2023,109,1633.1453267561055,115.77366286548984,17.715400928628412,443.5088879853117,0.6820562754502574,1,0.355
2023,26,1228.1880632218904,83.97277715924518,20.04267252697109,425.8786702320118,0.7823592688015802,0,0.3475
2024,160,979.7659350429848,67.91816422780664,31.84015459437823,428.48245645096233,0.7884644443366182,0,0.3425
2022,23,1254.5936979896794,89.9374769037205,21.474780627442065,351.25864061187895,0.8556119179685416,0,0.3425
2023,222,1289.5770650003992,93.20301051354572,15.884567991267405,451.13087727366633,0.6041578566229484,1,0.3375
2023,237,1372.3248800780268,94.17999809932157,18.97686466217103,356.0985409296821,0.7878552503002911,0,0.335
2022,217,1185.900776717727,85.27672851549282,19.97547133019701,323.58790411357427,0.7509168505105392,1,0.32
2023,22,1704.4952438813193,120.37656198436662,36.60943079216851,466.66008680266737,0.8690351996176573,0,0.315
2023,113,916.5804396693396,66.5131567623057,24.890825665637625,299.35756148162073,0.9038134668721264,0,0.3075
2023,11,1064.844724105045,76.66725601156824,11.515221460921534,370.4914829033975,0.7983893859937472,0,0.305
2022,168,1095.1255346590092,76.89564533996696,10.731110962286532,443.8146983807836,0.7281583951261307,0,0.3025
2024,210,1167.9484288783235,81.466139343029,15.046352969113045,457.9816124304372,0.7172119546979561,0,0.2925
2022,133,1113.7151877781546,82.80694585463449,28.582509733781684,400.20429755967007,0.8264110865285685,0,0.29
2022,100,1420.7316593396938,98.94384971167608,17.29089244504957,413.8486280309066,0.7378352514363397,1,0.2875
2022,102,1054.7303298992736,75.26029216322941,23.39116276384936,480.6178046892008,0.7700966350490417,0,0.285
2022,147,1264.876934058125,81.45476591919827,25.792278568057608,446.2070516194384,0.611892360563451,1,0.28
2023,156,1556.770295607507,110.93957630221594,41.39004520690629,512.0365510054133,0.7303806650305754,0,0.28
2022,218,961.019173111397,64.27975919504071,27.49162267442752,523.0410196543094,0.8214579730178224,0,0.2625
2023,114,1073.6727374865725,75.46967511141848,30.61330918471653,451.6238020658689,0.8409012925183871,0,0.26
2024,151,1189.5679625640162,83.29042332499554,22.02626642731444,398.8166168370688,0.78714484447394,0,0.2525
2024,38,1498.227384444379,107.43096604220312,22.710216401274646,282.8985991722078,0.7294786459608011,0,0.245
2024,49,1347.683142317364,95.91045509211304,29.92205413574849,507.1463165052512,0.932560949072122,0,0.2425
2023,115,1236.8089006462612,87.4904013891841,16.719375087674873,453.4270536086757,0.6892015060320297,0,0.24
2022,104,1223.64942242882,84.90342375563893,23.03951479047438,482.0475771697567,0.8225622876162674,0,0.2375
2023,238,1221.9180436246902,86.00904043952393,17.845231631379768,435.8750232276395,0.9403471007676024,0,0.2325
2022,56,959.3909625218952,70.7762275936043,16.17007441774394,422.7006786086642,0.8858049112053357,0,0.2225
2023,130,1510.6444350978363,109.1940780124324,31.13853792368981,368.0465534201794,0.6144588445609269,1,0.215
2024,95,1185.513668666995,90.53258544230712,32.61642922511912,501.5715274883024,0.705974377630977,0,0.21
2022,152,1180.0151907564546,85.68203996824766,17.854955027321097,386.2046888892749,0.7879425310289799,0,0.2075
2024,234,1332.385117451813,95.91747389919315,37.49150561442859,341.9768125852451,0.8165484361901804,0,0.2
2023,180,1113.0553753621678,82.94739336521268,28.17593043599072,400.8304646117634,0.7153754085787905,0,0.1975
2023,121,988.7654058652786,70.64511760603527,22.19238094225617,419.8656102776558,0.8981902544080621,0,0.1975
2022,230,1286.3631381028038,89.37069108080183,24.059113156599032,451.8516604243264,0.8679482320923235,0,0.1975
2024,84,1433.346735036469,103.36789565230951,30.00068160998523,359.30963205736015,0.6764087222917433,0,0.195
2022,211,969.0387053329332,70.8623341434132,22.44714722391282,353.10623828190216,0.960421129248161,0,0.1925
2023,108,1221.081099425003,85.84405267553936,17.19232947108076,395.1011179100276,0.5548335001106462,0,0.1925
2023,197,1329.0378718234706,94.6699940456618,10.706339909055377,383.0457653872981,0.6451679172890145,0,0.1925
2022,182,1239.0391870685398,86.14310175101177,14.578783065324284,463.3791375837735,0.6621321025556495,0,0.19
2022,206,1315.1564179716268,91.64313830854134,28.034240274921306,427.1348121160861,0.8155006386263728,0,0.185
2024,145,1221.790580132726,85.11231502391178,16.835015843893302,436.0637200824525,0.7693179092281051,0,0.18
2023,79,1295.798823044028,90.9553580737385,44.06081826147259,520.5411229594304,0.7201607816105384,0,0.18
2022,190,1414.0080270458125,97.97496523458584,23.376688121635617,422.5241948758457,0.7994497841498103,0,0.175
2024,236,1326.477464193918,89.79311285502777,21.96154790568084,308.50440181949307,0.7684744824882733,0,0.175
2023,85,1196.305283242314,86.53614293623754,35.01380006852156,428.34581027891744,0.6894470196280763,0,0.17
2024,43,1006.278982798173,71.33823595837514,13.044755041445548,435.7891887657127,0.7740380733652575,0,0.165
2022,39,1203.4494138651194,88.24107167506466,23.480609271821944,419.1376494949482,0.8560416574508042,0,0.165
2024,67,1257.1761589230905,87.13389550473407,24.347297842519037,376.4454788293697,0.7217433458325082,0,0.1625
2024,213,1452.02111798981,99.37141236388412,23.38333403688477,333.0771129785125,0.7403647854171375,0,0.1575
2024,61,1158.645101300221,82.55295057440881,34.700150694652805,453.5212876964323,0.7093444262744999,0,0.1575
2024,204,1145.6828096490713,82.83737178899824,16.330409381135517,488.1725889752181,0.4595261508245506,0,0.15
2022,224,1234.7860112254468,84.72995782102163,36.5022155193317,521.7835127020221,0.469871741401383,0,0.145
2023,183,1490.9230385495534,101.43509829983724,24.590423105467224,443.79127528348926,0.8399203598969387,0,0.145
2023,165,1346.9389266804726,100.21727634328016,30.920113890434685,390.9868853914899,0.9220303451445626,0,0.1425
2023,126,915.9318558296218,67.16603527381952,13.026890480773387,412.31907838139966,0.7077123952066684,1,0.1425
2023,73,1490.2598297409936,103.32549887831266,31.27875229286508,367.377090653055,0.7420869397525879,0,0.1375
2024,125,863.6088895558064,61.9609097885058,8.0,349.83592135164395,0.7704272051369503,0,0.1325
2023,91,1021.9325739528248,76.33896118750535,21.3292760548056,403.74114690530354,0.6705900698778421,0,0.1325
2024,161,1394.4057315559958,102.29385562208849,30.117011275983216,429.1534931538081,0.7941828857598361,0,0.13
2022,216,997.5308740407282,68.55312092916019,20.96833806871512,591.1591101541242,0.4644962532959978,0,0.1275
2024,16,1139.9999145222207,83.95402552368594,28.570577180344507,422.1759911439807,0.7416436731631677,0,0.125
2024,35,878.5570699532158,61.33874832431469,21.757845876405344,470.699787421936,0.5817301390467879,0,0.125
2022,170,1189.4440237041238,85.35474485785376,20.550464329207,393.76109759716735,0.503076376827008,0,0.1225
2024,220,1236.161704879224,92.04111458940856,26.95283511182682,448.7820342611174,0.640629972923182,0,0.1225
2024,13,1109.8342354319618,79.30815212610781,16.725535586604806,394.6717224040961,0.64846933204126,0,0.12
2022,148,1362.2888472075692,95.6758597053142,32.44670581080423,464.2387038632977,0.7828741145031205,0,0.12
2022,120,1150.7201343019167,78.76848062885254,30.48599228219729,577.004421868209,0.6088160266611419,0,0.12
2022,136,1002.3657258829172,72.95944858670589,23.498632072572384,463.1769939782846,0.6343735222355573,0,0.1175
2022,66,1379.13196781078,94.06781673450352,22.261272490688945,531.1793275004484,0.6548195002732663,0,0.1175
2023,40,1356.8931119841504,97.60857069264166,16.092895664625214,404.5322877549552,0.6766475489995865,0,0.115
2024,25,796.2316694683643,52.06691205313496,27.151307581428807,415.9112129298922,0.7918016456489859,0,0.115
2023,201,1358.1251082270735,93.2755209391306,33.20669474308191,476.3975047469751,0.7636437780411555,0,0.1125
2022,127,1563.2644801650936,111.49139900004288,17.61690846483786,417.5072484666936,0.6419323655513289,0,0.11
2023,4,1212.2696142921368,87.74086832821311,20.3796889011548,422.4903533889237,0.7018502823904349,0,0.1075
2024,24,1001.8831383942644,75.49173336845762,25.25686139176748,319.0390605108412,0.7936919012535149,0,0.1075
2024,60,1208.798490443219,90.32580771417584,26.41916891709552,359.637742836712,0.7244673403705891,0,0.1075
2023,235,1077.230140926077,82.40890661858768,15.977753880866288,403.9495142513384,0.6389863257427846,0,0.1025
2023,231,895.3130080982903,64.65727425480767,34.713518631428016,521.1588169848574,0.3866406863125713,0,0.1025
2022,7,1330.3200242646242,94.64783178508584,19.907077735182117,429.1740478232301,0.7332474870734662,0,0.1
2024,48,1017.4731079443352,71.87913419170637,23.86397428473983,440.2241667018095,0.6875813844795484,0,0.0975
2023,47,1330.928056672542,96.62979152952076,22.30139870345195,343.46732994788323,0.6978989104181734,0,0.0975
2022,45,1563.1245518383296,114.11333912899008,41.42147985556713,342.22265693577094,0.6300223994058579,0,0.095
2022,157,1463.2038824455435,106.88698139689478,39.281347216577046,412.3186072858872,0.7592411842547178,0,0.095
2022,172,1161.372111748127,87.64930490416164,38.45453295440659,446.5189822420876,0.5328740117633269,0,0.0925
2022,119,793.4879746470422,59.8692670729918,12.492176417050493,386.1178907899127,0.5726400143013003,0,0.0925
2024,107,1196.2881606930173,82.0970019962467,33.3933889715308,440.2551409869978,0.7187233588058168,0,0.0925
2024,6,1424.6537635432785,98.58537486429896,19.97929970850464,413.4690945242556,0.727429978041595,0,0.0925
2023,163,1266.42581261049,87.54853805608074,34.99732213635022,415.8502147781848,0.8732376998637652,0,0.09
2023,188,990.4782680732892,70.27089310538047,26.990298478408665,394.4893223414877,0.7061401344841278,0,0.09
2024,149,1207.977278980324,93.54533639247964,39.38075617947452,321.7011631336476,0.8074457080889215,0,0.0875
2024,135,1491.1655759930068,105.65308065597628,29.38991055091301,435.6185412884316,0.6976851987376741,0,0.0875
2023,27,1033.6706028441413,69.02978067751067,28.769090347199437,371.4545684799404,0.5883194790543548,0,0.085
2023,17,915.2548669895216,67.03769714608096,18.54720876554102,439.5003140158264,0.6412734076030839,0,0.085
2022,187,1168.9616177508076,82.73712570392793,25.091563512731728,272.443266075579,0.7140529394938101,0,0.085
2024,166,1261.7956608785853,89.55422953124234,30.09525026697768,464.373726441362,0.6562828194533142,0,0.0825
2023,144,1132.050251798388,83.54628721722848,34.50180074609549,312.8499319920305,0.8748676514785408,0,0.0825
2024,81,1179.0780639903871,82.25701188353642,28.10162513009612,515.4400098459989,0.4258953445751896,0,0.0825
2023,219,1059.1947500686151,79.66532616208046,21.78405935896636,430.4889689791096,0.5309256807395262,0,0.08
2024,202,967.9053478393242,66.46970433454469,25.31130565521168,467.4180958084612,0.6938365046274693,0,0.08
2023,53,1062.1382148227096,71.4204591521508,39.78260010364836,361.6874294042792,0.6126951177624627,0,0.08
2023,214,1294.7560859615853,92.27863680073143,20.376847135378757,405.7151990892806,0.6673135307874074,0,0.0775
2023,76,1443.0599726035964,97.58299485128572,14.465358311534068,376.44826098220193,0.6526220367860539,0,0.075
2024,98,1360.4964085548288,97.6588866767247,18.740669328308435,461.26828202249214,0.5279752981147827,0,0.075
2022,198,1126.6172283637525,79.55140951383572,24.01852290003898,419.9025143989656,0.7228026379337467,0,0.075
2023,199,1191.9782468546568,82.88072060568908,32.96561108719939,489.02954218725375,0.6480300661057362,0,0.075
2024,153,1050.1195539622877,70.32566450975149,25.091610333365235,480.9388926593808,0.65405368546439,0,0.075
2023,134,1241.4799991692917,89.77673701951824,25.46619464748357,412.5672648564197,0.6613107038257291,0,0.075
2022,10,966.0226502218868,66.53486782112095,28.584794911489627,479.5899902391352,0.5347649756973502,0,0.075
2023,186,1120.8654598378791,79.52413868349925,32.15370662810727,463.1294267601567,0.6663410811204064,0,0.0725
2023,116,1397.053651759882,100.34552350252343,24.90332279369386,338.62998539020487,0.8100146174564333,0,0.0725
2023,132,969.1180068114384,71.2194704811859,16.04371299783579,422.4228311929679,0.7557013285422666,0,0.07
2024,14,932.1964934398644,70.57234558844414,26.882208892706107,385.7174871969154,0.7210206752067784,0,0.07
2023,158,1249.45237946017,90.28053421157745,34.088389468443424,444.690411411844,0.6248969003450502,0,0.0675
2022,9,1443.394520419521,100.86884391495668,31.10341185869549,642.5197575557274,0.5522268408241379,0,0.0675
2022,83,1240.763418783808,88.05822546174849,31.534206937606328,397.7465415960076,0.5775515488350755,0,0.0675
2023,123,1022.165059929834,73.68102922286397,24.23056850461334,533.1812078949025,0.5612950640049985,0,0.0675
2024,184,903.9049471150952,62.085950680557794,24.362163489145534,442.1233509451,0.7316896095549338,0,0.065
2023,229,1073.601383465601,73.15596894639788,25.24733822426159,344.9626213396847,0.6004297648797132,0,0.0625
2024,42,966.7101220449356,66.93670321460003,29.19605900228869,418.0412280428848,0.6013647420678473,0,0.0625
2023,57,949.9712366224684,67.0004361310286,29.69807333442234,398.1777568424287,0.7002074669524537,0,0.0625
2022,41,1090.126792262953,79.45639356415816,29.636489139811815,412.76059204977565,0.7622441366163509,0,0.06
2022,233,1246.3041902861185,85.35460493996018,28.16747099544659,406.2180010907263,0.5783999065839289,0,0.06
2023,30,1154.657640445051,84.04810927451335,35.90114111842673,391.51393758592087,0.6246480653849934,0,0.0575
2022,138,1319.920763691114,97.08669592576074,26.264952679240874,347.0888657165109,0.554638886778256,0,0.055
2023,65,1106.0330984499274,77.2191631183986,17.7806152416599,409.6790257057283,0.4798145106673585,0,0.055
2023,70,959.59557429031,73.70485051423438,28.856534684204203,330.608848852084,0.6738904904543316,0,0.0525
2022,52,1172.6627452956218,79.8722076797487,21.87628840429752,300.72049961727373,0.468305885086783,0,0.05
2022,209,897.0327539824167,63.59482321933514,23.942170747750623,382.3636196167884,0.5608324676017742,1,0.05
2023,34,993.582324491354,71.13322679126786,45.39462362085602,349.4474935263519,0.6873990739575249,0,0.0475
2024,86,1295.9089827898345,96.52691230871552,20.82941665090172,379.9985546562284,0.5391209222672343,0,0.0475
2023,29,1069.8225761692345,77.73480811585344,21.706893422270326,326.0477383540365,0.5573023234648136,0,0.0475
2023,82,1150.5802782655878,83.46797691248389,23.66457655913148,288.34411004181595,0.5498778995808516,0,0.045
2024,51,1151.8051784215438,76.29261734551923,26.315125623818417,244.88101090882415,0.6907324667787195,0,0.045
2024,175,1444.8685551387682,101.85920417154124,27.041707334847,384.9478679370159,0.6243706812843971,0,0.0425
2024,173,1134.6440719227603,79.96069370500751,38.83196272708562,333.5630839161965,0.8360759083011327,0,0.0425
2023,176,718.0014806323665,52.64282189709845,35.805000967621254,304.14332597703714,0.7562364891023126,0,0.04
2023,228,808.6171101751463,63.75025460475443,25.232879572613356,415.7823707519099,0.422314978801855,0,0.04
2022,1,1468.3202004377647,102.28997852276504,26.933277758566703,548.6170672841264,0.6496097897914919,0,0.04
2024,93,1344.8624576240825,95.66819152539584,27.512617790958394,420.421167630525,0.5820955203374047,0,0.04
2023,205,1390.8244768241177,99.49803166309346,27.75683923800286,468.8996441760054,0.4783076886161652,0,0.0375
2023,55,1098.1029735386596,76.4011333608673,38.34310088895616,391.4127960921692,0.6376976788588028,0,0.0375
2022,178,1211.7722358470403,88.4675724113134,26.622378215182238,348.52683875251745,0.6445818323835852,0,0.0375
2024,46,1032.1503977396103,72.54380489329847,26.37568265949648,337.9619884969444,0.6917004765390177,0,0.035
2022,150,1243.3161535118566,90.11294949380928,29.130380576811607,443.1728108497337,0.6508023249319568,0,0.035
2024,112,1128.2709949211485,77.70451200248571,30.1798775256758,220.0,0.7030814523066697,0,0.035
2022,87,810.969021814416,56.898000248436574,21.5167402164483,408.3689510635188,0.6017810361227008,0,0.0325
2024,128,948.2639353706744,67.22191549726985,36.68943093376263,324.4680843458904,0.6390945045930589,0,0.0325
2022,189,1119.7978889759422,80.59572822014142,25.353699024833585,267.38529548573683,0.6196731462185056,0,0.0275
2024,64,1219.4888502454942,84.59415177462434,24.859497388180436,427.17872286083866,0.4416467127898538,0,0.025
2024,223,767.567888452342,47.59651184919623,21.150071009076704,409.2420426946588,0.726417795218628,0,0.025
2024,177,1137.3669523882568,76.54321938261967,25.096425444814603,346.84694032895885,0.632953017359043,0,0.0225
2022,221,1387.9561664992052,98.38217417560575,27.18563218281698,428.28435393717433,0.5811042441319894,0,0.0225
2023,124,1163.0327402345397,87.37341067942849,34.02415085879442,429.17189813353934,0.6616567043161143,0,0.02
2023,164,865.9745223446453,59.19223605747384,30.08296914289022,368.9499144538437,0.5998450280692147,0,0.0175
2023,137,1135.8499877304205,80.20612281410507,27.225149811637017,350.0201439931433,0.4017949998096957,0,0.0175
2024,103,1139.70541296151,82.34925413162338,33.90372713328211,434.81268129565353,0.5615413219011555,0,0.015
2023,140,1112.291907178582,78.44259983697135,31.456066255555765,391.1364189456689,0.4500259466458071,0,0.01
