player_name,position,games,points_per_game,weekly_std,peak_week,total_points
TE_Player_21,TE,13,3.0,4.323261953952635,4.357340695368777,39.0
TE_Player_22,TE,8,5.154446256814004,4.0450098077964105,8.536027973474601,41.23557005451203
TE_Player_23,TE,8,9.909305654850991,4.18704591647702,16.641688273229523,79.27444523880793
TE_Player_24,TE,17,4.5683761096169055,3.1241695913616714,7.7596154792050696,77.6623938634874
TE_Player_25,TE,16,7.175256158402648,4.937817895869198,11.974558733915154,114.80409853444237
TE_Player_26,TE,10,8.165711121036273,4.338789754474829,14.14161668082133,81.65711121036273
TE_Player_27,TE,17,14.635137395979388,2.996635989994871,24.82095064389264,248.7973357316496
TE_Player_28,TE,11,8.929731122397554,3.2490727810170204,13.941137167000447,98.2270423463731
TE_Player_29,TE,10,7.467496322840953,2.3894463809232986,11.313458403930596,74.67496322840952
TE_Player_30,TE,16,5.8587248377006365,4.875679817939423,10.440705694022517,93.73959740321018
